RecordID,CallNumber,CallDateTime,Priority,District,Description,IncidentLocation,ZipCode,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,Location
6437806,P192162022,08/04/2019 02:20:00 PM,High,NW,BURGLARY,6600 EBERLE DR,,Reisterstown Station,Northwestern,631,5,D1,Glen-Fallstaff,Census Tract 2801.01,,"6600 EBERLE DR
BALTIMORE, MD
(39.354581, -76.707911)"
6449449,P192192658,08/07/2019 04:00:00 PM,High,ED,BURGLARY,900 N CAROLINE ST,,Gay Street,Eastern,313,12,D5,Oldtown/Middle East,Census Tract 1002,,"900 N CAROLINE ST
BALTIMORE, MD
(39.300687, -76.597745)"
6437755,P192161981,08/04/2019 02:06:00 PM,High,NW,BURGLARY,6600 EBERLE DR,,Reisterstown Station,Northwestern,631,5,D1,Glen-Fallstaff,Census Tract 2801.01,,"6600 EBERLE DR
BALTIMORE, MD
(39.354581, -76.707911)"
6429119,P192141243,08/02/2019 09:38:00 AM,High,SW,BURGLARY,300 S BENTALOU ST,,Millhill,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,"300 S BENTALOU ST
BALTIMORE, MD
(39.284, -76.652635)"
6448421,P192191508,08/07/2019 10:38:00 AM,High,NE,BURGLARY,3500 CLIFTMONT AV,,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 2603.01,Northeastern,"3500 CLIFTMONT AV
BALTIMORE, MD
(39.319262, -76.565851)"
6433428,P192151585,08/03/2019 10:54:00 AM,High,SE,BURGLARY,400 S EATON ST,,Highlandtown,Southeastern,231,2,D6,Highlandtown,Census Tract 2609,,"400 S EATON ST
BALTIMORE, MD
(39.287612, -76.565343)"
6429928,P192142162,08/02/2019 01:37:00 PM,High,NW,BURGLARY,3900 MAINE AV,,Central Forest Park,Northwestern,621,6,D9,Dorchester/Ashburton,Census Tract 1510,,"3900 MAINE AV
BALTIMORE, MD
(39.326276, -76.683247)"
6436558,P192160691,08/04/2019 04:31:00 AM,High,ND,BURGLARY,2600 MILES AV,,Remington,Northern,511,12,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1207,,"2600 MILES AV
BALTIMORE, MD
(39.318591, -76.621949)"
6442054,P192172652,08/05/2019 04:38:00 PM,High,ND,BURGLARY,800 GORSUCH AV,,Better Waverly,Northern,513,14,D5,The Waverlies,Census Tract 905,,"800 GORSUCH AV
BALTIMORE, MD
(39.326777, -76.605397)"
6450303,P192193579,08/07/2019 08:13:00 PM,High,SD,BURGLARY,3400 7TH ST,,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"3400 7TH ST
BALTIMORE, MD
(39.240036, -76.598682)"
6449623,P192192848,08/07/2019 04:51:00 PM,High,CD,BURGLARY,1700 MARYLAND AV,,Charles North,Central,141,12,D8,Midtown,Census Tract 1205,,"1700 MARYLAND AV
BALTIMORE, MD
(39.309042, -76.617786)"
6437378,P192161612,08/04/2019 11:58:00 AM,High,SD,BURGLARY,1500 RUSSELL ST,,Carroll - Camden Industrial Area,Southern,941,10,D7,Washington Village/Pigtown,Census Tract 2101,,"1500 RUSSELL ST
BALTIMORE, MD
(39.274313, -76.627683)"
6435340,P192153596,08/03/2019 08:49:00 PM,High,ND,BURGLARY,700 SPRINGFIELD AV,,Pen Lucy,Northern,542,4,D2,Greater Govans,Census Tract 2710.01,,"700 SPRINGFIELD AV
BALTIMORE, MD
(39.34085, -76.606329)"
6430933,P192143215,08/02/2019 06:23:00 PM,High,NW,BURGLARY,7200 VALLEY COUNTRY CT,,Fallstaff,Northwestern,631,5,D1,Glen-Fallstaff,Census Tract 2720.07,,"7200 VALLEY COUNTRY CT
BALTIMORE, MD
(39.365468, -76.710262)"
6431686,P192144017,08/02/2019 10:00:00 PM,High,ND,BURGLARY,2600 BARCLAY ST,,Harwood,Northern,513,12,D2,Greater Charles Village/Barclay,Census Tract 1203,,"2600 BARCLAY ST
BALTIMORE, MD
(39.319618, -76.611136)"
6430463,P192142688,08/02/2019 04:16:00 PM,High,CD,BURGLARY,500 ST MARY ST,,Seton Hill,Central,143,11,D8,Downtown/Seton Hill,Census Tract 1701,,"500 ST MARY ST
BALTIMORE, MD
(39.297483, -76.622916)"
6456543,P192211994,08/09/2019 01:01:00 PM,High,NE,BURGLARY,2400 WELLBRIDGE DR,,Hamilton Hills,Northeastern,423,3,D3,Harford/Echodale,Census Tract 2707.01,,"2400 WELLBRIDGE DR
BALTIMORE, MD
(39.367701, -76.563856)"
6456157,P192211566,08/09/2019 11:00:00 AM,High,NE,BURGLARY,1600 MONTPELIER ST,,Coldstream Homestead Montebello,Northeastern,411,14,D5,Midway/Coldstream,Census Tract 907,,"1600 MONTPELIER ST
BALTIMORE, MD
(39.320677, -76.596632)"
6453263,P192202607,08/08/2019 04:14:00 PM,High,ND,BURGLARY,800 MCKEWIN AV,,Waverly,Northern,543,14,D2,The Waverlies,Census Tract 903,,"800 MCKEWIN AV
BALTIMORE, MD
(39.332741, -76.604696)"
6432554,P192150649,08/03/2019 03:12:00 AM,High,SE,BURGLARY,500 S MILTON AV,,Canton,Southeastern,232,1,D6,Canton,Census Tract 103,,"500 S MILTON AV
BALTIMORE, MD
(39.286064, -76.581433)"
6450830,P192194197,08/07/2019 11:52:00 PM,High,SD,BURGLARY,300 S CALHOUN ST,,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1902,Tri-District,"300 S CALHOUN ST
BALTIMORE, MD
(39.284398, -76.639312)"
6880386,P193291580,11/25/2019 10:08:00 AM,High,WD,BURGLARY,1500 N STRICKER ST,21217,Sandtown-Winchester,Western,742,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,,"1500 N STRICKER ST
BALTIMORE, MD
(39.305605, -76.641925)"
6881105,P193292428,11/25/2019 01:43:00 PM,High,SE,BURGLARY,500 N PORT ST,21205,McElderry Park,Southeastern,221,13,D5,Madison/East End,Census Tract 702,,"500 N PORT ST
BALTIMORE, MD
(39.297023, -76.582897)"
6881270,P193292611,11/25/2019 02:45:00 PM,High,SE,BURGLARY,500 N PORT ST,21205,McElderry Park,Southeastern,221,13,D5,Madison/East End,Census Tract 702,,"500 N PORT ST
BALTIMORE, MD
(39.297023, -76.582897)"
6881737,P193292992,11/25/2019 04:19:00 PM,High,SW,BURGLARY,800 N WOODINGTON RD,21229,Rognel Heights,Southwestern,822,8,D10,Edmondson Village,Census Tract 2804.02,,"800 N WOODINGTON RD
BALTIMORE, MD
(39.296338, -76.68608)"
6882048,P193293433,11/25/2019 05:44:00 PM,High,ED,BURGLARY,700 N LAKEWOOD AV,21205,Madison-Eastend,Eastern,323,13,D5,Madison/East End,Census Tract 702,Eastern2,"700 N LAKEWOOD AV
BALTIMORE, MD
(39.299287, -76.579498)"
6882035,P193293352,11/25/2019 05:28:00 PM,High,ED,BURGLARY,2700 BERYL AV,21205,Biddle Street,Eastern,323,13,D5,Clifton-Berea,Census Tract 803.02,Eastern2,"2700 BERYL AV
BALTIMORE, MD
(39.303504, -76.579595)"
6882635,P193294175,11/25/2019 08:43:00 PM,High,SD,BURGLARY,W PRATT ST/S BRUCE ST,21223,Union Square,Southern,935,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,"W S PRATT ST
BALTIMORE, MD"
6883038,P193294469,11/25/2019 10:20:00 PM,High,SE,BURGLARY,3200 EASTERN AV,21224,Canton,Southeastern,232,1,D6,Highlandtown,Census Tract 2611,,"3200 EASTERN AV
BALTIMORE, MD
(39.28645, -76.571345)"
6883000,P193294448,11/25/2019 10:11:00 PM,High,ND,BURGLARY,3900 ROLAND AV,21211,Hampden,Northern,531,14,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1307,,"3900 ROLAND AV
BALTIMORE, MD
(39.336423, -76.632996)"
6883064,P193294565,11/25/2019 11:00:00 PM,High,WD,BURGLARY,1500 N STRICKER ST,21217,Sandtown-Winchester,Western,742,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,,"1500 N STRICKER ST
BALTIMORE, MD
(39.305605, -76.641925)"
6884092,P193300863,11/26/2019 05:12:00 AM,High,ND,BURGLARY,0 YORK CT,21218,Guilford,Northern,542,14,D2,North Baltimore/Guilford/Homeland,Census Tract 1201,,"0 YORK CT
BALTIMORE, MD"
6885365,P193302221,11/26/2019 12:32:00 PM,High,ED,BURGLARY,1200 N DECKER AV,21213,Berea,Eastern,332,13,D5,Clifton-Berea,Census Tract 803.02,,"1200 N DECKER AV
BALTIMORE, MD
(39.30519, -76.57491)"
6886889,P193303917,11/26/2019 07:07:00 PM,High,SD,BURGLARY,800 WASHBURN AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,Brooklyn,"800 WASHBURN AV
BALTIMORE, MD
(39.233407, -76.600315)"
6886736,P193303758,11/26/2019 06:38:00 PM,High,ED,BURGLARY,2600 BERYL AV,21205,Biddle Street,Eastern,323,13,D5,Clifton-Berea,Census Tract 803.01,Eastern2,"2600 BERYL AV
BALTIMORE, MD
(39.303454, -76.580942)"
6886329,P193303354,11/26/2019 05:13:00 PM,High,ND,BURGLARY,500 E 43RD ST,21212,Wilson Park,Northern,524,4,D2,Greater Govans,Census Tract 2710.01,,"500 E 43RD ST
BALTIMORE, MD
(39.341, -76.609055)"
8102513,P202262006,08/13/2020 02:45:00 PM,High,NW,BURGLARY,4100 NEWBERN AV,21215,Woodmere,Northwestern,623,5,D1,Glen-Fallstaff,Census Tract 2801.01,Northwestern,"4100 NEWBERN AV
BALTIMORE, MD
(39.345773, -76.688392)"
6447554,P192190562,08/07/2019 04:09:00 AM,High,SW,BURGLARY,2000 GRINNALDS AV,,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2503.03,,"2000 GRINNALDS AV
BALTIMORE, MD
(39.266467, -76.650323)"
6455861,P192211257,08/09/2019 09:35:00 AM,High,SD,BURGLARY,1100 RIVERSIDE AV,,Riverside,Southern,943,11,D7,Inner Harbor/Federal Hill,Census Tract 2403,,"1100 RIVERSIDE AV
BALTIMORE, MD
(39.277119, -76.60899)"
6456902,P192212353,08/09/2019 02:50:00 PM,High,SW,BURGLARY,500 WOODSIDE RD,,Ten Hills,Southwestern,823,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.03,,"500 WOODSIDE RD
BALTIMORE, MD
(39.288736, -76.704995)"
6464063,P192231394,08/11/2019 10:35:00 AM,High,ED,BURGLARY,600 GUTMAN AV,,East Baltimore Midway,Eastern,342,12,D5,Midway/Coldstream,Census Tract 908,,"600 GUTMAN AV
BALTIMORE, MD
(39.317636, -76.607242)"
6463591,P192230880,08/11/2019 06:47:00 AM,High,SW,BURGLARY,0 N WOODINGTON RD,,Irvington,Southwestern,843,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2804.04,,"0 N WOODINGTON RD
BALTIMORE, MD"
6436419,P192160535,08/04/2019 03:01:00 AM,High,NW,BURGLARY,3800 GLEN AV,,Glen,Northwestern,632,5,D1,Glen-Fallstaff,Census Tract 2719,,"3800 GLEN AV
BALTIMORE, MD
(39.353813, -76.691874)"
6465609,P192233020,08/11/2019 07:17:00 PM,High,NW,BURGLARY,3700 W GARRISON AV,,Langston Hughes,Northwestern,613,6,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.02,Northwestern,"3700 W GARRISON AV
BALTIMORE, MD
(39.344419, -76.678315)"
6458527,P192214111,08/09/2019 10:43:00 PM,High,NE,BURGLARY,2400 WELLBRIDGE DR,,Hamilton Hills,Northeastern,423,3,D3,Harford/Echodale,Census Tract 2707.01,,"2400 WELLBRIDGE DR
BALTIMORE, MD
(39.367701, -76.563856)"
6438750,P192163046,08/04/2019 07:13:00 PM,High,SD,BURGLARY,400 CAMBRIA ST,,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"400 CAMBRIA ST
BALTIMORE, MD
(39.236618, -76.605375)"
6466779,P192240360,08/12/2019 01:56:00 AM,High,WD,BURGLARY,2300 W LEXINGTON ST,,Penrose/Fayette Street Outreach,Western,714,9,D8,Southwest Baltimore,Census Tract 2002,,"2300 W LEXINGTON ST
BALTIMORE, MD
(39.290315, -76.653136)"
6433869,P192152071,08/03/2019 01:26:00 PM,High,SE,BURGLARY,6700 FAIT AV,,Graceland Park,Southeastern,243,1,D6,Orangeville/East Highlandtown,Census Tract 2605.01,,"6700 FAIT AV
BALTIMORE, MD
(39.284786, -76.530599)"
6457843,P192213376,08/09/2019 07:03:00 PM,High,NW,BURGLARY,CALLAWAY ELEMENTARY,,Dolfield,Northwestern,642,6,D1,Dorchester/Ashburton,Census Tract 1511,,"CALLAWAY ELEMENTARY BALTIMORE, MD"
6438156,P192162367,08/04/2019 04:18:00 PM,High,NE,BURGLARY,5300 TRAMORE RD,,Hamilton Hills,Northeastern,423,3,D4,Harford/Echodale,Census Tract 2706,,"5300 TRAMORE RD
BALTIMORE, MD
(39.353533, -76.567949)"
6451524,P192200653,08/08/2019 05:26:00 AM,High,NE,BURGLARY,3800 CRESTLYN RD,,Ednor Gardens-Lakeside,Northeastern,412,14,D2,Greater Govans,Census Tract 901,,"3800 CRESTLYN RD
BALTIMORE, MD
(39.335982, -76.597644)"
6459263,P192220490,08/10/2019 02:18:00 AM,High,SE,BURGLARY,3300 E LOMBARD ST,,Patterson Park Neighborhood,Southeastern,222,1,D6,Patterson Park North & East,Census Tract 2610,,"3300 E LOMBARD ST
BALTIMORE, MD
(39.291264, -76.570119)"
6464652,P192232019,08/11/2019 02:30:00 PM,High,CD,BURGLARY,500 N EUTAW ST,,Seton Hill,Central,143,11,D8,Downtown/Seton Hill,Census Tract 1701,,"500 N EUTAW ST
BALTIMORE, MD
(39.295148, -76.621281)"
6466225,P192233700,08/11/2019 10:46:00 PM,High,NE,BURGLARY,3200 SHANNON DR,,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 2603.01,Northeastern,"3200 SHANNON DR
BALTIMORE, MD
(39.324731, -76.564629)"
6431813,P192144191,08/02/2019 11:05:00 PM,High,SW,BURGLARY,4900 FREDERICK AV,,Beechfield,Southwestern,833,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2501.01,,"4900 FREDERICK AV
BALTIMORE, MD
(39.281369, -76.695704)"
6466241,P192233726,08/11/2019 10:58:00 PM,High,NE,BURGLARY,3200 SHANNON DR,,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 2603.01,Northeastern,"3200 SHANNON DR
BALTIMORE, MD
(39.324731, -76.564629)"
6458604,P192214198,08/09/2019 11:13:00 PM,High,CD,BURGLARY,500 W MULBERRY ST,,University Of Maryland,Central,121,11,D8,Downtown/Seton Hill,Census Tract 402,,"500 W MULBERRY ST
BALTIMORE, MD
(39.293797, -76.622777)"
6463272,P192230578,08/11/2019 03:11:00 AM,High,SD,BURGLARY,800 W BARRE ST,,Washington Village/Pigtown,Southern,932,10,D7,Washington Village/Pigtown,Census Tract 2101,,"800 W BARRE ST
BALTIMORE, MD
(39.281744, -76.626836)"
6441748,P192172328,08/05/2019 03:11:00 PM,High,NE,BURGLARY,5600 GARDENVILLE AV,,Frankford,Northeastern,444,2,D4,Cedonia/Frankford,Census Tract 2601.02,,"5600 GARDENVILLE AV
BALTIMORE, MD
(39.336522, -76.542767)"
6431715,P192144097,08/02/2019 10:26:00 PM,High,ND,BURGLARY,2600 BARCLAY ST,,Harwood,Northern,513,12,D2,Greater Charles Village/Barclay,Census Tract 1203,,"2600 BARCLAY ST
BALTIMORE, MD
(39.319618, -76.611136)"
6456892,P192212359,08/09/2019 02:56:00 PM,High,SW,BURGLARY,5100 WOODSIDE RD,,Ten Hills,Southwestern,823,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.03,,"5100 WOODSIDE RD
BALTIMORE, MD
(39.288741, -76.704892)"
6449052,P192192211,08/07/2019 01:47:00 PM,High,SD,BURGLARY,1300 GLYNDON AV,,Washington Village/Pigtown,Southern,932,10,D7,Washington Village/Pigtown,Census Tract 2102,,"1300 GLYNDON AV
BALTIMORE, MD
(39.281422, -76.637208)"
6460261,P192221573,08/10/2019 11:08:00 AM,High,SD,BURGLARY,1000 CREEK ST,,Sharp-Leadenhall,Southern,942,11,D7,Inner Harbor/Federal Hill,Census Tract 2301,,"1000 CREEK ST
BALTIMORE, MD"
6449803,P192193015,08/07/2019 05:33:00 PM,High,SW,BURGLARY,0 S CULVER ST,,Saint Josephs,Southwestern,842,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2007.02,,"0 S CULVER ST
BALTIMORE, MD"
6440187,P192170597,08/05/2019 04:20:00 AM,High,ED,BURGLARY,200 N GAY ST,,Jonestown,Southeastern,211,12,D7,Oldtown/Middle East,Census Tract 2805,,"200 N GAY ST
BALTIMORE, MD
(39.292793, -76.608551)"
6466129,P192233610,08/11/2019 10:19:00 PM,High,NE,BURGLARY,3200 BELAIR RD,,Belair-Edison,Northeastern,434,13,D5,Belair-Edison,Census Tract 801.02,,"3200 BELAIR RD
BALTIMORE, MD
(39.320815, -76.57456)"
6436196,P192160286,08/04/2019 01:33:00 AM,High,SW,BURGLARY,4400 MANORVIEW RD,,Uplands,Southwestern,822,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2804.04,,"4400 MANORVIEW RD
BALTIMORE, MD
(39.287381, -76.690523)"
6457830,P192213350,08/09/2019 06:56:00 PM,High,NW,BURGLARY,2900 RIDGEWOOD AV,,Towanda-Grantley,Northwestern,613,6,D1,Southern Park Heights,Census Tract 1513,,"2900 RIDGEWOOD AV
BALTIMORE, MD
(39.339156, -76.670907)"
6463296,P192230561,08/11/2019 03:02:00 AM,High,NE,BURGLARY,5400 FAIR OAKS AV,,Hamilton Hills,Northeastern,423,3,D4,Harford/Echodale,Census Tract 2706,,"5400 FAIR OAKS AV
BALTIMORE, MD
(39.355055, -76.566456)"
6461278,P192222669,08/10/2019 04:52:00 PM,High,NW,BURGLARY,4300 FAIRVIEW AV,,West Forest Park,Northwestern,641,8,D9,Forest Park/Walbrook,Census Tract 2803.02,,"4300 FAIRVIEW AV
BALTIMORE, MD
(39.321901, -76.689368)"
6467074,P192240648,08/12/2019 04:01:00 AM,High,ED,BURGLARY,700 N STREEPER ST,,Madison-Eastend,Eastern,323,13,D5,Madison/East End,Census Tract 701,,"700 N STREEPER ST
BALTIMORE, MD
(39.299383, -76.577367)"
6466292,P192233817,08/11/2019 11:23:00 PM,High,NE,BURGLARY,3200 SHANNON DR,,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 2603.01,Northeastern,"3200 SHANNON DR
BALTIMORE, MD
(39.324731, -76.564629)"
6461792,P192223229,08/10/2019 07:27:00 PM,High,SD,BURGLARY,2400 PUGET ST,,Mount Winans,Southern,921,10,D7,Westport/Mount Winans/Lakeland,Census Tract 2503.01,,"2400 PUGET ST
BALTIMORE, MD
(39.262498, -76.641753)"
6465338,P192232779,08/11/2019 06:00:00 PM,High,NE,BURGLARY,2900 CHESLEY AV,,North Harford Road,Northeastern,424,3,D4,Harford/Echodale,Census Tract 2707.03,,"2900 CHESLEY AV
BALTIMORE, MD
(39.366409, -76.551698)"
6443254,P192173930,08/05/2019 10:29:00 PM,High,ED,BURGLARY,1500 N WOLFE ST,,Broadway East,Eastern,331,12,D5,Greenmount East,Census Tract 807,Eastern1,"1500 N WOLFE ST
BALTIMORE, MD
(39.307725, -76.591458)"
6460857,P192222210,08/10/2019 02:58:00 PM,High,SD,BURGLARY,900 STOLL ST,,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,,"900 STOLL ST
BALTIMORE, MD
(39.230626, -76.599763)"
6467349,P192240979,08/12/2019 07:58:00 AM,High,SE,BURGLARY,200 N ROSE ST,,McElderry Park,Southeastern,221,13,D5,Patterson Park North & East,Census Tract 602,,"200 N ROSE ST
BALTIMORE, MD
(39.294801, -76.581336)"
6461693,P192223011,08/10/2019 06:19:00 PM,High,CD,BURGLARY,800 N EUTAW ST,,Seton Hill,Central,143,11,D8,Downtown/Seton Hill,Census Tract 1701,,"800 N EUTAW ST
BALTIMORE, MD
(39.299231, -76.621538)"
6464430,P192231801,08/11/2019 12:59:00 PM,High,NW,BURGLARY,6700 PARK HEIGHTS AV,,Cross Country,Northwestern,632,5,D1,Cross-Country/Cheswolde,Census Tract 2720.05,,"6700 PARK HEIGHTS AV
BALTIMORE, MD
(39.362615, -76.700137)"
6461474,P192222919,08/10/2019 05:57:00 PM,High,SW,BURGLARY,3000 EDMONDSON AV,,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,,"3000 EDMONDSON AV
BALTIMORE, MD
(39.29439, -76.666846)"
6463812,P192231139,08/11/2019 09:08:00 AM,High,SD,BURGLARY,1700 COLE ST,,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1903,,"1700 COLE ST
BALTIMORE, MD
(39.282154, -76.64342)"
6460465,P192221798,08/10/2019 12:20:00 PM,High,SD,BURGLARY,4100 HIGHLAND AV,,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,,"4100 HIGHLAND AV
BALTIMORE, MD
(39.231748, -76.606672)"
6453473,P192202748,08/08/2019 04:49:00 PM,High,SE,BURGLARY,6500 COLGATE AV,,Saint Helena,Southeastern,243,1,D7,Southeastern,Census Tract 2606.05,,"6500 COLGATE AV
BALTIMORE, MD
(39.260669, -76.532372)"
6437026,P192161213,08/04/2019 09:47:00 AM,High,ND,BURGLARY,2600 MILES AV,,Remington,Northern,511,12,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1207,,"2600 MILES AV
BALTIMORE, MD
(39.318591, -76.621949)"
6450364,P192193605,08/07/2019 08:19:00 PM,High,SD,BURGLARY,3400 7TH ST,,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"3400 7TH ST
BALTIMORE, MD
(39.240036, -76.598682)"
6444075,P192180653,08/06/2019 05:15:00 AM,High,SW,BURGLARY,3000 BELMONT AV,,Rosemont,Southwestern,813,9,D9,Greater Rosemont,Census Tract 1607,,"3000 BELMONT AV
BALTIMORE, MD
(39.303434, -76.667367)"
6463496,P192230785,08/11/2019 05:12:00 AM,High,SD,BURGLARY,1200 JAMES ST,,Washington Village/Pigtown,Southern,932,10,D7,Washington Village/Pigtown,Census Tract 2102,,"1200 JAMES ST
BALTIMORE, MD
(39.282261, -76.635233)"
6434363,P192152598,08/03/2019 04:03:00 PM,High,SD,BURGLARY,2900 NIEMAN AV,,Lakeland,Southern,923,10,D7,Westport/Mount Winans/Lakeland,Census Tract 2502.05,,"2900 NIEMAN AV
BALTIMORE, MD
(39.258128, -76.65043)"
6462252,P192223697,08/10/2019 09:41:00 PM,High,SW,BURGLARY,2800 WINCHESTER ST,,Winchester,Southwestern,814,9,D9,Greater Rosemont,Census Tract 1607,,"2800 WINCHESTER ST
BALTIMORE, MD
(39.301403, -76.66371)"
6456961,P192212410,08/09/2019 03:16:00 PM,High,NE,BURGLARY,4600 WOODLEA AV,,Frankford,Northeastern,443,2,D4,Cedonia/Frankford,Census Tract 2602.01,,"4600 WOODLEA AV
BALTIMORE, MD
(39.330664, -76.55268)"
6456665,P192212108,08/09/2019 01:33:00 PM,High,NE,BURGLARY,900 SPANGLER WY,,Armistead Gardens,Northeastern,433,2,D6,Claremont/Armistead,Census Tract 2604.01,,"900 SPANGLER WY
BALTIMORE, MD
(39.302236, -76.54879)"
6443659,P192180206,08/06/2019 01:06:00 AM,High,SD,BURGLARY,900 SEAGULL AV,,Cherry Hill,Southern,922,10,D7,Cherry Hill,Census Tract 2502.04,,"900 SEAGULL AV
BALTIMORE, MD
(39.24387, -76.622038)"
6467021,P192240599,08/12/2019 03:39:00 AM,High,NE,BURGLARY,2100 DOBLER AV,,Mayfield,Northeastern,431,14,D4,Northwood,Census Tract 902,,"2100 DOBLER AV
BALTIMORE, MD
(39.329529, -76.583173)"
6462689,P192224156,08/10/2019 11:41:00 PM,High,SW,BURGLARY,2100 WILHELM ST,,Carrollton Ridge,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,"2100 WILHELM ST
BALTIMORE, MD
(39.283516, -76.650208)"
6444794,P192181460,08/06/2019 10:40:00 AM,High,NE,BURGLARY,4900 CRENSHAW AV,,Frankford,Northeastern,443,2,D4,Cedonia/Frankford,Census Tract 2602.01,,"4900 CRENSHAW AV
BALTIMORE, MD
(39.328171, -76.546578)"
6449726,P192193007,08/07/2019 05:30:00 PM,High,SW,BURGLARY,3000 W NORTH AV,,Walbrook,Southwestern,811,7,D9,Greater Rosemont,Census Tract 1506,,"3000 W NORTH AV
BALTIMORE, MD
(39.309047, -76.66769)"
6460766,P192222107,08/10/2019 02:14:00 PM,High,WD,BURGLARY,1300 W LAFAYETTE AV,,Harlem Park,Western,713,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1602,Central,"1300 W LAFAYETTE AV
BALTIMORE, MD
(39.299038, -76.638826)"
6467053,P192240620,08/12/2019 03:51:00 AM,High,ED,BURGLARY,800 N STREEPER ST,,Madison-Eastend,Eastern,323,13,D5,Madison/East End,Census Tract 701,,"800 N STREEPER ST
BALTIMORE, MD
(39.300445, -76.577425)"
6436519,P192160671,08/04/2019 04:13:00 AM,High,ND,BURGLARY,700 E LAKE AV,,Lake Walker,Northern,522,4,D2,Chinquapin Park/Belvedere,Census Tract 2708.04,,"700 E LAKE AV
BALTIMORE, MD
(39.366885, -76.607237)"
6466264,P192233779,08/11/2019 11:15:00 PM,High,NE,BURGLARY,3200 SHANNON DR,,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 2603.01,Northeastern,"3200 SHANNON DR
BALTIMORE, MD
(39.324731, -76.564629)"
6463442,P192230728,08/11/2019 04:33:00 AM,High,SE,BURGLARY,900 S CONKLING ST,,Canton,Southeastern,232,1,D6,Highlandtown,Census Tract 2609,,"900 S CONKLING ST
BALTIMORE, MD
(39.282431, -76.56688)"
6457768,P192213290,08/09/2019 06:42:00 PM,High,SD,BURGLARY,300 PARKIN ST,,Washington Village/Pigtown,Southern,932,10,D7,Washington Village/Pigtown,Census Tract 2102,,"300 PARKIN ST
BALTIMORE, MD
(39.284463, -76.63042)"
6463031,P192230280,08/11/2019 01:20:00 AM,High,SE,BURGLARY,400 FOLCROFT ST,,Bayview,Southeastern,241,1,D6,Orangeville/East Highlandtown,Census Tract 2605.01,,"400 FOLCROFT ST
BALTIMORE, MD
(39.288982, -76.541913)"
6460097,P192221429,08/10/2019 10:27:00 AM,High,SE,BURGLARY,100 S HAVEN ST,,Kresson,Southeastern,242,2,D6,Orangeville/East Highlandtown,Census Tract 2607,,"100 S HAVEN ST
BALTIMORE, MD
(39.291317, -76.562722)"
6462375,P192223870,08/10/2019 10:21:00 PM,High,ED,BURGLARY,2000 E FAYETTE ST,,CARE,Eastern,321,13,D5,Oldtown/Middle East,Census Tract 604,,"2000 E FAYETTE ST
BALTIMORE, MD
(39.294134, -76.588843)"
6460164,P192221489,08/10/2019 10:39:00 AM,High,WD,BURGLARY,1000 N PAYSON ST,,Bridgeview/Greenlawn,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,,"1000 N PAYSON ST
BALTIMORE, MD
(39.299874, -76.649307)"
